source_frame,source_cell,target_frame,target_cell,label
6,10,7,8,0
6,10,7,10,1
7,1,8,1,1
7,1,8,2,0
7,1,8,3,0
7,1,8,4,0
7,1,8,6,0
7,1,8,7,0
7,1,8,8,0
7,1,8,10,0
7,2,8,1,0
7,2,8,2,1
7,2,8,3,0
7,2,8,4,0
7,2,8,6,0
7,2,8,7,0
7,2,8,8,0
7,2,8,10,0
7,3,8,1,0
7,3,8,2,0
7,3,8,3,1
7,3,8,4,0
7,3,8,6,0
7,3,8,7,0
7,3,8,8,0
7,3,8,10,0
7,4,8,1,0
7,4,8,2,0
7,4,8,3,0
7,4,8,4,1
7,4,8,6,0
7,4,8,7,0
7,4,8,8,0
7,4,8,10,0
7,6,8,1,0
7,6,8,2,0
7,6,8,3,0
7,6,8,4,0
7,6,8,6,1
7,6,8,7,0
7,6,8,8,0
7,6,8,10,0
7,7,8,1,0
7,7,8,2,0
7,7,8,3,0
7,7,8,4,0
7,7,8,6,0
7,7,8,7,1
7,7,8,8,0
7,7,8,10,0
7,8,8,1,0
7,8,8,2,0
7,8,8,3,0
7,8,8,4,0
7,8,8,6,0
7,8,8,7,0
7,8,8,8,1
7,8,8,10,0
7,10,8,1,0
7,10,8,2,0
7,10,8,3,0
7,10,8,4,0
7,10,8,6,0
7,10,8,7,0
7,10,8,8,0
7,10,8,10,1
8,1,9,1,1
8,1,9,2,0
8,1,9,3,0
8,1,9,4,0
8,1,9,6,0
8,1,9,7,0
8,1,9,8,0
8,1,9,10,0
8,2,9,1,0
8,2,9,2,1
8,2,9,3,0
8,2,9,4,0
8,2,9,6,0
8,2,9,7,0
8,2,9,8,0
8,2,9,10,0
8,3,9,1,0
8,3,9,2,0
8,3,9,3,1
8,3,9,4,0
8,3,9,6,0
8,3,9,7,0
8,3,9,8,0
8,3,9,10,0
8,4,9,1,0
8,4,9,2,0
8,4,9,3,0
8,4,9,4,1
8,4,9,6,0
8,4,9,7,0
8,4,9,8,0
8,4,9,10,0
8,6,9,1,0
8,6,9,2,0
8,6,9,3,0
8,6,9,4,0
8,6,9,6,1
8,6,9,7,0
8,6,9,8,0
8,6,9,10,0
8,7,9,1,0
8,7,9,2,0
8,7,9,3,0
8,7,9,4,0
8,7,9,6,0
8,7,9,7,1
8,7,9,8,0
8,7,9,10,0
8,8,9,1,0
8,8,9,2,0
8,8,9,3,0
8,8,9,4,0
8,8,9,6,0
8,8,9,7,0
8,8,9,8,1
8,8,9,10,0
8,10,9,1,0
8,10,9,2,0
8,10,9,3,0
8,10,9,4,0
8,10,9,6,0
8,10,9,7,0
8,10,9,8,0
8,10,9,10,1
9,1,10,1,1
9,1,10,2,0
9,1,10,3,0
9,1,10,4,0
9,1,10,6,0
9,1,10,7,0
9,1,10,8,0
9,1,10,10,0
9,2,10,1,0
9,2,10,2,1
9,2,10,3,0
9,2,10,4,0
9,2,10,6,0
9,2,10,7,0
9,2,10,8,0
9,2,10,10,0
9,3,10,1,0
9,3,10,2,0
9,3,10,3,1
9,3,10,4,0
9,3,10,6,0
9,3,10,7,0
9,3,10,8,0
9,3,10,10,0
9,4,10,1,0
9,4,10,2,0
9,4,10,3,0
9,4,10,4,1
9,4,10,6,0
9,4,10,7,0
9,4,10,8,0
9,4,10,10,0
9,6,10,1,0
9,6,10,2,0
9,6,10,3,0
9,6,10,4,0
9,6,10,6,1
9,6,10,7,0
9,6,10,8,0
9,6,10,10,0
9,7,10,1,0
9,7,10,2,0
9,7,10,3,0
9,7,10,4,0
9,7,10,6,0
9,7,10,7,1
9,7,10,8,0
9,7,10,10,0
9,8,10,1,0
9,8,10,2,0
9,8,10,3,0
9,8,10,4,0
9,8,10,6,0
9,8,10,7,0
9,8,10,8,1
9,8,10,10,0
9,10,10,1,0
9,10,10,2,0
9,10,10,3,0
9,10,10,4,0
9,10,10,6,0
9,10,10,7,0
9,10,10,8,0
9,10,10,10,1
10,1,11,1,1
10,1,11,2,0
10,1,11,3,0
10,1,11,4,0
10,1,11,6,0
10,1,11,7,0
10,1,11,8,0
10,1,11,10,0
10,2,11,1,0
10,2,11,2,1
10,2,11,3,0
10,2,11,4,0
10,2,11,6,0
10,2,11,7,0
10,2,11,8,0
10,2,11,10,0
10,3,11,1,0
10,3,11,2,0
10,3,11,3,1
10,3,11,4,0
10,3,11,6,0
10,3,11,7,0
10,3,11,8,0
10,3,11,10,0
10,4,11,1,0
10,4,11,2,0
10,4,11,3,0
10,4,11,4,1
10,4,11,6,0
10,4,11,7,0
10,4,11,8,0
10,4,11,10,0
10,6,11,1,0
10,6,11,2,0
10,6,11,3,0
10,6,11,4,0
10,6,11,6,1
10,6,11,7,0
10,6,11,8,0
10,6,11,10,0
10,7,11,1,0
10,7,11,2,0
10,7,11,3,0
10,7,11,4,0
10,7,11,6,0
10,7,11,7,1
10,7,11,8,0
10,7,11,10,0
10,8,11,1,0
10,8,11,2,0
10,8,11,3,0
10,8,11,4,0
10,8,11,6,0
10,8,11,7,0
10,8,11,8,1
10,8,11,10,0
10,10,11,1,0
10,10,11,2,0
10,10,11,3,0
10,10,11,4,0
10,10,11,6,0
10,10,11,7,0
10,10,11,8,0
10,10,11,10,1
11,1,12,1,1
11,1,12,2,0
11,1,12,3,0
11,1,12,4,0
11,1,12,6,0
11,1,12,7,0
11,1,12,8,0
11,1,12,10,0
11,2,12,1,0
11,2,12,2,1
11,2,12,3,0
11,2,12,4,0
11,2,12,6,0
11,2,12,7,0
11,2,12,8,0
11,2,12,10,0
11,3,12,1,0
11,3,12,2,0
11,3,12,3,1
11,3,12,4,0
11,3,12,6,0
11,3,12,7,0
11,3,12,8,0
11,3,12,10,0
11,4,12,1,0
11,4,12,2,0
11,4,12,3,0
11,4,12,4,1
11,4,12,6,0
11,4,12,7,0
11,4,12,8,0
11,4,12,10,0
11,6,12,1,0
11,6,12,2,0
11,6,12,3,0
11,6,12,4,0
11,6,12,6,1
11,6,12,7,0
11,6,12,8,0
11,6,12,10,0
11,7,12,1,0
11,7,12,2,0
11,7,12,3,0
11,7,12,4,0
11,7,12,6,0
11,7,12,7,1
11,7,12,8,0
11,7,12,10,0
11,8,12,1,0
11,8,12,2,0
11,8,12,3,0
11,8,12,4,0
11,8,12,6,0
11,8,12,7,0
11,8,12,8,1
11,8,12,10,0
11,10,12,1,0
11,10,12,2,0
11,10,12,3,0
11,10,12,4,0
11,10,12,6,0
11,10,12,7,0
11,10,12,8,0
11,10,12,10,1
12,1,13,1,1
12,1,13,2,0
12,1,13,3,0
12,1,13,4,0
12,1,13,6,0
12,1,13,7,0
12,1,13,8,0
12,1,13,10,0
12,2,13,1,0
12,2,13,2,1
12,2,13,3,0
12,2,13,4,0
12,2,13,6,0
12,2,13,7,0
12,2,13,8,0
12,2,13,10,0
12,3,13,1,0
12,3,13,2,0
12,3,13,3,1
12,3,13,4,0
12,3,13,6,0
12,3,13,7,0
12,3,13,8,0
12,3,13,10,0
12,4,13,1,0
12,4,13,2,0
12,4,13,3,0
12,4,13,4,1
12,4,13,6,0
12,4,13,7,0
12,4,13,8,0
12,4,13,10,0
12,6,13,1,0
12,6,13,2,0
12,6,13,3,0
12,6,13,4,0
12,6,13,6,1
12,6,13,7,0
12,6,13,8,0
12,6,13,10,0
12,7,13,1,0
12,7,13,2,0
12,7,13,3,0
12,7,13,4,0
12,7,13,6,0
12,7,13,7,1
12,7,13,8,0
12,7,13,10,0
12,8,13,1,0
12,8,13,2,0
12,8,13,3,0
12,8,13,4,0
12,8,13,6,0
12,8,13,7,0
12,8,13,8,1
12,8,13,10,0
12,10,13,1,0
12,10,13,2,0
12,10,13,3,0
12,10,13,4,0
12,10,13,6,0
12,10,13,7,0
12,10,13,8,0
12,10,13,10,1
13,1,14,1,1
13,1,14,2,0
13,1,14,3,0
13,1,14,4,0
13,1,14,6,0
13,1,14,7,0
13,1,14,8,0
13,1,14,10,0
13,2,14,1,0
13,2,14,2,1
13,2,14,3,0
13,2,14,4,0
13,2,14,6,0
13,2,14,7,0
13,2,14,8,0
13,2,14,10,0
13,3,14,1,0
13,3,14,2,0
13,3,14,3,1
13,3,14,4,0
13,3,14,6,0
13,3,14,7,0
13,3,14,8,0
13,3,14,10,0
13,4,14,1,0
13,4,14,2,0
13,4,14,3,0
13,4,14,4,1
13,4,14,6,0
13,4,14,7,0
13,4,14,8,0
13,4,14,10,0
13,6,14,1,0
13,6,14,2,0
13,6,14,3,0
13,6,14,4,0
13,6,14,6,1
13,6,14,7,0
13,6,14,8,0
13,6,14,10,0
13,7,14,1,0
13,7,14,2,0
13,7,14,3,0
13,7,14,4,0
13,7,14,6,0
13,7,14,7,1
13,7,14,8,0
13,7,14,10,0
13,8,14,1,0
13,8,14,2,0
13,8,14,3,0
13,8,14,4,0
13,8,14,6,0
13,8,14,7,0
13,8,14,8,1
13,8,14,10,0
13,10,14,1,0
13,10,14,2,0
13,10,14,3,0
13,10,14,4,0
13,10,14,6,0
13,10,14,7,0
13,10,14,8,0
13,10,14,10,1
14,1,15,1,1
14,1,15,2,0
14,1,15,4,0
14,1,15,6,0
14,1,15,7,0
14,1,15,8,0
14,1,15,10,0
14,1,15,11,0
14,1,15,12,0
14,2,15,1,0
14,2,15,2,1
14,2,15,4,0
14,2,15,6,0
14,2,15,7,0
14,2,15,8,0
14,2,15,10,0
14,2,15,11,0
14,2,15,12,0
14,3,15,1,0
14,3,15,2,0
14,3,15,4,0
14,3,15,6,0
14,3,15,7,0
14,3,15,8,0
14,3,15,10,0
14,3,15,11,0
14,3,15,12,0
14,4,15,1,0
14,4,15,2,0
14,4,15,4,1
14,4,15,6,0
14,4,15,7,0
14,4,15,8,0
14,4,15,10,0
14,4,15,11,0
14,4,15,12,0
14,6,15,1,0
14,6,15,2,0
14,6,15,4,0
14,6,15,6,1
14,6,15,7,0
14,6,15,8,0
14,6,15,10,0
14,6,15,11,0
14,6,15,12,0
14,7,15,1,0
14,7,15,2,0
14,7,15,4,0
14,7,15,6,0
14,7,15,7,1
14,7,15,8,0
14,7,15,10,0
14,7,15,11,0
14,7,15,12,0
14,8,15,1,0
14,8,15,2,0
14,8,15,4,0
14,8,15,6,0
14,8,15,7,0
14,8,15,8,1
14,8,15,10,0
14,8,15,11,0
14,8,15,12,0
14,10,15,1,0
14,10,15,2,0
14,10,15,4,0
14,10,15,6,0
14,10,15,7,0
14,10,15,8,0
14,10,15,10,1
14,10,15,11,0
14,10,15,12,0
15,1,16,1,1
15,1,16,2,0
15,1,16,4,0
15,1,16,6,0
15,1,16,7,0
15,1,16,8,0
15,1,16,10,0
15,1,16,11,0
15,1,16,12,0
15,2,16,1,0
15,2,16,2,1
15,2,16,4,0
15,2,16,6,0
15,2,16,7,0
15,2,16,8,0
15,2,16,10,0
15,2,16,11,0
15,2,16,12,0
15,4,16,1,0
15,4,16,2,0
15,4,16,4,1
15,4,16,6,0
15,4,16,7,0
15,4,16,8,0
15,4,16,10,0
15,4,16,11,0
15,4,16,12,0
15,6,16,1,0
15,6,16,2,0
15,6,16,4,0
15,6,16,6,1
15,6,16,7,0
15,6,16,8,0
15,6,16,10,0
15,6,16,11,0
15,6,16,12,0
15,7,16,1,0
15,7,16,2,0
15,7,16,4,0
15,7,16,6,0
15,7,16,7,1
15,7,16,8,0
15,7,16,10,0
15,7,16,11,0
15,7,16,12,0
15,8,16,1,0
15,8,16,2,0
15,8,16,4,0
15,8,16,6,0
15,8,16,7,0
15,8,16,8,1
15,8,16,10,0
15,8,16,11,0
15,8,16,12,0
15,10,16,1,0
15,10,16,2,0
15,10,16,4,0
15,10,16,6,0
15,10,16,7,0
15,10,16,8,0
15,10,16,10,1
15,10,16,11,0
15,10,16,12,0
15,11,16,1,0
15,11,16,2,0
15,11,16,4,0
15,11,16,6,0
15,11,16,7,0
15,11,16,8,0
15,11,16,10,0
15,11,16,11,1
15,11,16,12,0
15,12,16,1,0
15,12,16,2,0
15,12,16,4,0
15,12,16,6,0
15,12,16,7,0
15,12,16,8,0
15,12,16,10,0
15,12,16,11,0
15,12,16,12,1
16,1,17,1,1
16,1,17,2,0
16,1,17,4,0
16,1,17,6,0
16,1,17,7,0
16,1,17,8,0
16,1,17,10,0
16,1,17,11,0
16,1,17,12,0
16,2,17,1,0
16,2,17,2,1
16,2,17,4,0
16,2,17,6,0
16,2,17,7,0
16,2,17,8,0
16,2,17,10,0
16,2,17,11,0
16,2,17,12,0
16,4,17,1,0
16,4,17,2,0
16,4,17,4,1
16,4,17,6,0
16,4,17,7,0
16,4,17,8,0
16,4,17,10,0
16,4,17,11,0
16,4,17,12,0
16,6,17,1,0
16,6,17,2,0
16,6,17,4,0
16,6,17,6,1
16,6,17,7,0
16,6,17,8,0
16,6,17,10,0
16,6,17,11,0
16,6,17,12,0
16,7,17,1,0
16,7,17,2,0
16,7,17,4,0
16,7,17,6,0
16,7,17,7,1
16,7,17,8,0
16,7,17,10,0
16,7,17,11,0
16,7,17,12,0
16,8,17,1,0
16,8,17,2,0
16,8,17,4,0
16,8,17,6,0
16,8,17,7,0
16,8,17,8,1
16,8,17,10,0
16,8,17,11,0
16,8,17,12,0
16,10,17,1,0
16,10,17,2,0
16,10,17,4,0
16,10,17,6,0
16,10,17,7,0
16,10,17,8,0
16,10,17,10,1
16,10,17,11,0
16,10,17,12,0
16,11,17,1,0
16,11,17,2,0
16,11,17,4,0
16,11,17,6,0
16,11,17,7,0
16,11,17,8,0
16,11,17,10,0
16,11,17,11,1
16,11,17,12,0
16,12,17,1,0
16,12,17,2,0
16,12,17,4,0
16,12,17,6,0
16,12,17,7,0
16,12,17,8,0
16,12,17,10,0
16,12,17,11,0
16,12,17,12,1
17,1,18,1,1
17,1,18,2,0
17,1,18,4,0
17,1,18,6,0
17,1,18,7,0
17,1,18,8,0
17,1,18,10,0
17,1,18,11,0
17,1,18,12,0
17,2,18,1,0
17,2,18,2,1
17,2,18,4,0
17,2,18,6,0
17,2,18,7,0
17,2,18,8,0
17,2,18,10,0
17,2,18,11,0
17,2,18,12,0
17,4,18,1,0
17,4,18,2,0
17,4,18,4,1
17,4,18,6,0
17,4,18,7,0
17,4,18,8,0
17,4,18,10,0
17,4,18,11,0
17,4,18,12,0
17,6,18,1,0
17,6,18,2,0
17,6,18,4,0
17,6,18,6,1
17,6,18,7,0
17,6,18,8,0
17,6,18,10,0
17,6,18,11,0
17,6,18,12,0
17,7,18,1,0
17,7,18,2,0
17,7,18,4,0
17,7,18,6,0
17,7,18,7,1
17,7,18,8,0
17,7,18,10,0
17,7,18,11,0
17,7,18,12,0
17,8,18,1,0
17,8,18,2,0
17,8,18,4,0
17,8,18,6,0
17,8,18,7,0
17,8,18,8,1
17,8,18,10,0
17,8,18,11,0
17,8,18,12,0
17,10,18,1,0
17,10,18,2,0
17,10,18,4,0
17,10,18,6,0
17,10,18,7,0
17,10,18,8,0
17,10,18,10,1
17,10,18,11,0
17,10,18,12,0
17,11,18,1,0
17,11,18,2,0
17,11,18,4,0
17,11,18,6,0
17,11,18,7,0
17,11,18,8,0
17,11,18,10,0
17,11,18,11,1
17,11,18,12,0
17,12,18,1,0
17,12,18,2,0
17,12,18,4,0
17,12,18,6,0
17,12,18,7,0
17,12,18,8,0
17,12,18,10,0
17,12,18,11,0
17,12,18,12,1
18,1,19,1,1
18,1,19,2,0
18,1,19,4,0
18,1,19,6,0
18,1,19,7,0
18,1,19,8,0
18,1,19,10,0
18,1,19,11,0
18,1,19,12,0
18,2,19,1,0
18,2,19,2,1
18,2,19,4,0
18,2,19,6,0
18,2,19,7,0
18,2,19,8,0
18,2,19,10,0
18,2,19,11,0
18,2,19,12,0
18,4,19,1,0
18,4,19,2,0
18,4,19,4,1
18,4,19,6,0
18,4,19,7,0
18,4,19,8,0
18,4,19,10,0
18,4,19,11,0
18,4,19,12,0
18,6,19,1,0
18,6,19,2,0
18,6,19,4,0
18,6,19,6,1
18,6,19,7,0
18,6,19,8,0
18,6,19,10,0
18,6,19,11,0
18,6,19,12,0
18,7,19,1,0
18,7,19,2,0
18,7,19,4,0
18,7,19,6,0
18,7,19,7,1
18,7,19,8,0
18,7,19,10,0
18,7,19,11,0
18,7,19,12,0
18,8,19,1,0
18,8,19,2,0
18,8,19,4,0
18,8,19,6,0
18,8,19,7,0
18,8,19,8,1
18,8,19,10,0
18,8,19,11,0
18,8,19,12,0
18,10,19,1,0
18,10,19,2,0
18,10,19,4,0
18,10,19,6,0
18,10,19,7,0
18,10,19,8,0
18,10,19,10,1
18,10,19,11,0
18,10,19,12,0
18,11,19,1,0
18,11,19,2,0
18,11,19,4,0
18,11,19,6,0
18,11,19,7,0
18,11,19,8,0
18,11,19,10,0
18,11,19,11,1
18,11,19,12,0
18,12,19,1,0
18,12,19,2,0
18,12,19,4,0
18,12,19,6,0
18,12,19,7,0
18,12,19,8,0
18,12,19,10,0
18,12,19,11,0
18,12,19,12,1
19,1,20,1,1
19,1,20,2,0
19,1,20,4,0
19,1,20,6,0
19,1,20,7,0
19,1,20,8,0
19,1,20,10,0
19,1,20,11,0
19,1,20,12,0
19,2,20,1,0
19,2,20,2,1
19,2,20,4,0
19,2,20,6,0
19,2,20,7,0
19,2,20,8,0
19,2,20,10,0
19,2,20,11,0
19,2,20,12,0
19,4,20,1,0
19,4,20,2,0
19,4,20,4,1
19,4,20,6,0
19,4,20,7,0
19,4,20,8,0
19,4,20,10,0
19,4,20,11,0
19,4,20,12,0
19,6,20,1,0
19,6,20,2,0
19,6,20,4,0
19,6,20,6,1
19,6,20,7,0
19,6,20,8,0
19,6,20,10,0
19,6,20,11,0
19,6,20,12,0
19,7,20,1,0
19,7,20,2,0
19,7,20,4,0
19,7,20,6,0
19,7,20,7,1
19,7,20,8,0
19,7,20,10,0
19,7,20,11,0
19,7,20,12,0
19,8,20,1,0
19,8,20,2,0
19,8,20,4,0
19,8,20,6,0
19,8,20,7,0
19,8,20,8,1
19,8,20,10,0
19,8,20,11,0
19,8,20,12,0
19,10,20,1,0
19,10,20,2,0
19,10,20,4,0
19,10,20,6,0
19,10,20,7,0
19,10,20,8,0
19,10,20,10,1
19,10,20,11,0
19,10,20,12,0
19,11,20,1,0
19,11,20,2,0
19,11,20,4,0
19,11,20,6,0
19,11,20,7,0
19,11,20,8,0
19,11,20,10,0
19,11,20,11,1
19,11,20,12,0
19,12,20,1,0
19,12,20,2,0
19,12,20,4,0
19,12,20,6,0
19,12,20,7,0
19,12,20,8,0
19,12,20,10,0
19,12,20,11,0
19,12,20,12,1
20,1,21,1,1
20,1,21,2,0
20,1,21,4,0
20,1,21,6,0
20,1,21,7,0
20,1,21,8,0
20,1,21,10,0
20,1,21,11,0
20,1,21,12,0
20,2,21,1,0
20,2,21,2,1
20,2,21,4,0
20,2,21,6,0
20,2,21,7,0
20,2,21,8,0
20,2,21,10,0
20,2,21,11,0
20,2,21,12,0
20,4,21,1,0
20,4,21,2,0
20,4,21,4,1
20,4,21,6,0
20,4,21,7,0
20,4,21,8,0
20,4,21,10,0
20,4,21,11,0
20,4,21,12,0
20,6,21,1,0
20,6,21,2,0
20,6,21,4,0
20,6,21,6,1
20,6,21,7,0
20,6,21,8,0
20,6,21,10,0
20,6,21,11,0
20,6,21,12,0
20,7,21,1,0
20,7,21,2,0
20,7,21,4,0
20,7,21,6,0
20,7,21,7,1
20,7,21,8,0
20,7,21,10,0
20,7,21,11,0
20,7,21,12,0
20,8,21,1,0
20,8,21,2,0
20,8,21,4,0
20,8,21,6,0
20,8,21,7,0
20,8,21,8,1
20,8,21,10,0
20,8,21,11,0
20,8,21,12,0
20,10,21,1,0
20,10,21,2,0
20,10,21,4,0
20,10,21,6,0
20,10,21,7,0
20,10,21,8,0
20,10,21,10,1
20,10,21,11,0
20,10,21,12,0
20,11,21,1,0
20,11,21,2,0
20,11,21,4,0
20,11,21,6,0
20,11,21,7,0
20,11,21,8,0
20,11,21,10,0
20,11,21,11,1
20,11,21,12,0
20,12,21,1,0
20,12,21,2,0
20,12,21,4,0
20,12,21,6,0
20,12,21,7,0
20,12,21,8,0
20,12,21,10,0
20,12,21,11,0
20,12,21,12,1
21,1,22,1,1
21,1,22,2,0
21,1,22,4,0
21,1,22,6,0
21,1,22,7,0
